NCTId,BriefTitle,Condition,LeadSponsorName,OverallStatus,Phase,InterventionType,CompletionDate,InterventionName
NCT02220894,Study of Pembrolizumab (MK-3475) Versus Platinum-Based Chemotherapy for Participants With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Advanced or Metastatic Non-Small Cell Lung Cancer (MK-3475-042/KEYNOTE-042),Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug']","July 5, 2022","['pembrolizumab', 'carboplatin', 'paclitaxel', 'pemetrexed']"
NCT02252042,Pembrolizumab (MK-3475) Versus Standard Treatment for Recurrent or Metastatic Head and Neck Cancer (MK-3475-040/KEYNOTE-040),Head and Neck Squamous Cell Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Biological']","August 15, 2022","['pembrolizumab', 'methotrexate', 'docetaxel', 'cetuximab']"
NCT03062358,Study of Pembrolizumab (MK-3475) or Placebo Given With Best Supportive Care in Asian Participants With Previously Treated Advanced Hepatocellular Carcinoma (MK-3475-394/KEYNOTE-394),"Carcinoma, Hepatocellular",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Other']","June 30, 2023","['pembrolizumab', 'placebo', 'best supportive care (BSC)']"
NCT04233216,Doravirine/Islatravir (DOR/ISL) in Heavily Treatment-Experienced (HTE) Participants for Human Immunodeficiency Virus Type 1 (HIV-1) Infection (MK-8591A-019),HIV-1 Infection,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug']","August 1, 2025","['ISL', 'DOR', 'DOR/ISL', 'Placebo to ISL', 'Placebo to DOR']"
NCT02397096,"Safety and Efficacy of a Switch to Doravirine, Tenofovir, Lamivudine (MK-1439A) in Human Immunodeficiency Virus (HIV-1)-Infected Participants Virologically Suppressed on an Anti-retroviral Regimen in Combination With Two Nucleoside Reverse Transcriptase Inhibitors (MK-1439A-024)",HIV-1 Infection,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug']","August 26, 2023","['Doravirine, Tenofovir, Lamivudine', 'Baseline regimen of ritonavir- or cobicistat-boosted protease inhibitor', 'Baseline regimen of cobicistat-boosted elvitegravir', 'Baseline regimen of a non-nucleoside reverse transcriptase inhibitor', 'Baseline regimen of two nucleoside reverse transcriptase inhibitors']"
NCT03976323,"Study of Pembrolizumab With Maintenance Olaparib or Maintenance Pemetrexed in First-line (1L) Metastatic Nonsquamous Non-Small-Cell Lung Cancer (NSCLC) (MK-7339-006, KEYLYNK-006)","Carcinoma, Non-squamous Non-small-cell Lung",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","December 30, 2024","['Pembrolizumab', 'Pemetrexed', 'Carboplatin', 'Cisplatin', 'Olaparib']"
NCT03875092,A Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With First Line Metastatic Squamous Non-small Cell Lung Cancer (MK-3475-407/KEYNOTE-407)-China Extension Study,Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","March 21, 2023","['Pembrolizumab', 'Paclitaxel', 'Nab-paclitaxel', 'Carboplatin', 'Saline placebo for pembrolizumab']"
NCT03834519,Study of Pembrolizumab (MK-3475) Plus Olaparib Versus Abiraterone Acetate or Enzalutamide in Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-7339-010/KEYLYNK-010),Prostatic Neoplasms,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","April 12, 2023","['Pembrolizumab', 'Olaparib', 'Abiraterone acetate', 'Prednisone', 'Enzalutamide']"
NCT03834506,Study of Pembrolizumab (MK-3475) Plus Docetaxel Versus Placebo Plus Docetaxel in Chemotherapy-naïve Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-3475-921/KEYNOTE-921),Prostatic Neoplasms,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","February 28, 2023","['Pembrolizumab', 'Docetaxel', 'Prednisone', 'Placebo', 'Dexamethasone']"
NCT03515837,Study of Pemetrexed + Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With Tyrosine Kinase Inhibitor- (TKI)-Resistant Epidermal Growth Factor Receptor- (EGFR)-Mutated Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC) (MK-3475-789/KEYNOTE-789),Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","June 15, 2023","['pembrolizumab', 'pemetrexed', 'carboplatin', 'cisplatin', 'saline solution']"
NCT03425643,"Efficacy and Safety of Pembrolizumab (MK-3475) With Platinum Doublet Chemotherapy as Neoadjuvant/Adjuvant Therapy for Participants With Resectable Stage II, IIIA, and Resectable IIIB (T3-4N2) Non-small Cell Lung Cancer (MK-3475-671/KEYNOTE-671)",Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","June 29, 2026","['Pembrolizumab', 'Placebo', 'Cisplatin', 'Gemcitabine', 'Pemetrexed']"
NCT02775435,A Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With First Line Metastatic Squamous Non-small Cell Lung Cancer (MK-3475-407/KEYNOTE-407),Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","March 21, 2023","['Pembrolizumab', 'Paclitaxel', 'Nab-paclitaxel', 'Carboplatin', 'Saline placebo for pembrolizumab']"
NCT02494583,Study of Pembrolizumab (MK-3475) as First-Line Monotherapy and Combination Therapy for Treatment of Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-062/KEYNOTE-062),Gastric Adenocarcinoma,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug']","June 6, 2022","['Pembrolizumab', 'Cisplatin', '5-FU', 'Capecitabine', 'Placebo']"
NCT04338061,Study of Evobrutinib in Participants With RMS (evolutionRMS 2),Relapsing Multiple Sclerosis,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug']","June 26, 2026","['Evobrutinib', 'Placebo (match to Teriflunomide)', 'Teriflunomide', 'Placebo (match to Evobrutinib)', 'Evobrutinib']"
NCT04338022,Study of Evobrutinib in Participants With RMS (evolutionRMS 1),Relapsing Multiple Sclerosis,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug']","June 26, 2026","['Evobrutinib', 'Placebo (match to Teriflunomide)', 'Teriflunomide', 'Placebo (match to Evobrutinib)', 'Evobrutinib']"
NCT02358031,A Study of Pembrolizumab (MK-3475) for First Line Treatment of Recurrent or Metastatic Squamous Cell Cancer of the Head and Neck (MK-3475-048/KEYNOTE-048),"['Recurrent Head and Neck Cancer', 'Metastatic Head and Neck Cancer']",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Biological']","April 14, 2023","['Pembrolizumab', 'Cisplatin', 'Carboplatin', '5-FU', 'Cetuximab']"
NCT02563002,Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177),Colorectal Carcinoma,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Biological', 'Biological', 'Biological']","February 20, 2023","['mFOLFOX6', 'FOLFIRI', 'pembrolizumab', 'bevacizumab', 'cetuximab']"
NCT03040999,Study of Pembrolizumab (MK-3475) or Placebo With Chemoradiation in Participants With Locally Advanced Head and Neck Squamous Cell Carcinoma (MK-3475-412/KEYNOTE-412),Head and Neck Neoplasms,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Radiation', 'Radiation']","June 29, 2023","['Pembrolizumab', 'Placebo', 'Cisplatin', 'Accelerated Fractionation (AFX) Radiotherapy', 'Standard Fractionation (SFX) Radiotherapy']"
NCT04191096,Efficacy and Safety of Pembrolizumab (MK-3475) Plus Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus Enzalutamide Plus ADT in Participants With Metastatic Hormone-Sensitive Prostate Cancer (mHSPC) (MK-3475-991/KEYNOTE-991),Metastatic Hormone-Sensitive Prostate Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Procedure', 'Other']","September 1, 2026","['Pembrolizumab', 'Enzalutamide', 'Androgen Deprivation Therapy (ADT)', 'Placebo']"
NCT04652700,Oral Islatravir (MK-8591) Once-Monthly as Preexposure Prophylaxis (PrEP) in Men and Transgender Women Who Are at High Risk for HIV-1 Infection (MK-8591-024),HIV Preexposure Prophylaxis,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","September 27, 2024","['ISL', 'FTC/TDF', 'FTC/TAF', 'Placebo to ISL', 'Placebo to FTC/TDF', 'Placebo to FTC/TAF']"
NCT04716933,Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006)-China Extension Study,Nonsquamous Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","January 15, 2024","['Pembrolizumab', 'Carboplatin', 'Cisplatin', 'Pemetrexed', 'Lenvatinib', 'Placebo matching lenvatinib']"
NCT03976362,"A Study of Pembrolizumab (MK-3475) With or Without Maintenance Olaparib in First-line Metastatic Squamous Non-small Cell Lung Cancer (NSCLC, MK-7339-008/KEYLYNK-008)","Carcinoma, Squamous Cell, Non-small-cell Lung",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","December 30, 2024","['Pembrolizumab', 'Carboplatin', 'Paclitaxel', 'Nab-paclitaxel', 'Olaparib', 'Placebo']"
NCT03829319,Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006),Nonsquamous Non-small Cell Lung Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","June 21, 2024","['Pembrolizumab', 'Carboplatin', 'Cisplatin', 'Pemetrexed', 'Lenvatinib', 'Placebo matching lenvatinib']"
NCT03675737,Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-859/KEYNOTE-859),Stomach Neoplasms,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","September 28, 2024","['Pembrolizumab', 'Cisplatin', '5-fluorouracil', 'oxaliplatin', 'capecitabine', 'Placebo for Pembrolizumab']"
NCT02819518,Study of Pembrolizumab (MK-3475) Plus Chemotherapy vs. Placebo Plus Chemotherapy for Previously Untreated Locally Recurrent Inoperable or Metastatic Triple Negative Breast Cancer (MK-3475-355/KEYNOTE-355),Triple Negative Breast Cancer (TNBC),Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","November 15, 2023","['Pembrolizumab', 'Nab-paclitaxel', 'Paclitaxel', 'Gemcitabine', 'Carboplatin', 'Normale Saline Solution']"
NCT03635567,"Efficacy and Safety Study of First-line Treatment With Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Women With Persistent, Recurrent, or Metastatic Cervical Cancer (MK-3475-826/KEYNOTE-826)",Cervical Cancer,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Biological', 'Drug']","November 23, 2022","['Pembrolizumab', 'Paclitaxel', 'Cisplatin', 'Carboplatin', 'Bevacizumab', 'Placebo to pembrolizumab']"
NCT03221426,Study of Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants With Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-585/KEYNOTE-585),"['Gastric Cancer', 'Gastroesophageal Junction Cancer']",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","June 28, 2024","['Pembrolizumab', 'Placebo', 'Cisplatin', 'Capecitabine', '5-fluorouracil', 'Docetaxel', 'Oxaliplatin', 'Leucovorin']"
NCT03740165,Study of Chemotherapy With Pembrolizumab (MK-3475) Followed by Maintenance With Olaparib (MK-7339) for the First-Line Treatment of Women With BRCA Non-mutated Advanced Epithelial Ovarian Cancer (EOC) (MK-7339-001/KEYLYNK-001/ENGOT-ov43/GOG-3036),"['Ovarian Cancer', 'Fallopian Tube Cancer', 'Peritoneal Neoplasms']",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Biological', 'Drug']","May 30, 2025","['Pembrolizumab', 'Placebo for pembrolizumab', 'Carboplatin', 'Paclitaxel', 'Olaparib', 'Placebo for olaparib', 'Bevacizumab', 'Docetaxel']"
NCT03036488,Study of Pembrolizumab (MK-3475) Plus Chemotherapy vs Placebo Plus Chemotherapy as Neoadjuvant Therapy and Pembrolizumab vs Placebo as Adjuvant Therapy in Participants With Triple Negative Breast Cancer (TNBC) (MK-3475-522/KEYNOTE-522),Triple Negative Breast Neoplasms,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Biological']","September 30, 2025","['Pembrolizumab', 'Carboplatin', 'Paclitaxel', 'Doxorubicin', 'Epirubicin', 'Cyclophosphamide', 'Placebo', 'Granulocyte colony stimulating factor: Filgrastim or Pegfilgastrim']"
NCT03950674,Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants With First Line Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-3475-189/KEYNOTE-189)-Japan Extension Study,Non-Small-Cell Lung Carcinoma,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Dietary Supplement', 'Dietary Supplement', 'Drug', 'Drug']","February 8, 2023","['Pembrolizumab 200 mg', 'Cisplatin', 'Carboplatin', 'Pemetrexed', 'Folic acid 350-1000 μg', 'Vitamin B12 1000 μg', 'Dexamethasone 4 mg', 'Saline solution']"
NCT02578680,Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Participants With First Line Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-3475-189/KEYNOTE-189),Non-Small-Cell Lung Carcinoma,Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Drug', 'Drug', 'Drug', 'Dietary Supplement', 'Dietary Supplement', 'Drug', 'Drug']","February 8, 2023","['Pembrolizumab 200 mg', 'Cisplatin', 'Carboplatin', 'Pemetrexed', 'Folic acid 350-1000 μg', 'Vitamin B12 1000 μg', 'Dexamethasone 4 mg', 'Saline solution']"
NCT03615326,Pembrolizumab/Placebo Plus Trastuzumab Plus Chemotherapy in Human Epidermal Growth Factor Receptor 2 Positive (HER2+) Advanced Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-811/KEYNOTE-811),"['Gastric Neoplasms', 'Gastroesophageal Junction Adenocarcinoma']",Merck Sharp & Dohme LLC,"Active, not recruiting",Phase 3,"['Biological', 'Biological', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Biological']","March 20, 2024","['Pembrolizumab', 'Placebo', 'Cisplatin', '5-FU', 'Oxaliplatin', 'Capecitabine', 'S-1', 'Trastuzumab']"
NCT04842604,"Continuation Study of B1371019(NCT03416179) and B1371012(NCT02367456) Evaluating Azacitidine With Or Without Glasdegib In Patients With Previously Untreated AML, MDS or CMML","['Acute Myeloid Leukemia', 'Myelodysplastic Syndrome', 'Chronic Myelomonocytic Leukemia']",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","December 16, 2022","['Glasdegib', 'Azacitidine']"
NCT03395197,Talazoparib + Enzalutamide vs. Enzalutamide Monotherapy in mCRPC,mCRPC,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","November 25, 2024","['Talazoparib with enzalutamide', 'Placebo with enzalutamide']"
NCT03052608,A Study Of Lorlatinib Versus Crizotinib In First Line Treatment Of Patients With ALK-Positive NSCLC,"Carcinoma, Non-Small-Cell Lung",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","December 31, 2028","['Lorlatinib', 'Crizotinib']"
NCT02003924,Safety and Efficacy Study of Enzalutamide in Patients With Nonmetastatic Castration-Resistant Prostate Cancer,"['Nonmetastatic Castration-Resistant Prostate Cancer', 'Prostate Cancer', 'Cancer of the Prostate']",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","December 29, 2023","['Enzalutamide', 'Placebo']"
NCT01849874,"A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer","['Low-grade Serous Ovarian Cancer', 'Low-grade Serous Fallopian Tube Cancer', 'Low-grade Serous Peritoneal Cancer']",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","June 30, 2022","['MEK162, MEK inhibitor; oral', ""Physician's choice chemotherapy""]"
NCT02791230,Long-term Safety of Tafamidis in Subjects With Transthyretin Cardiomyopathy,Transthyretin (TTR) Amyloid Cardiomyopathy,Pfizer,"Active, not recruiting",Phase 3,Drug,"February 16, 2027",Tafamidis
NCT04960202,EPIC-HR: Study of Oral PF-07321332/Ritonavir Compared With Placebo in Nonhospitalized High Risk Adults With COVID-19,COVID-19,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug']","April 22, 2022","['PF-07321332', 'Ritonavir', 'Placebo']"
NCT02684006,A Study of Avelumab With Axitinib Versus Sunitinib In Advanced Renal Cell Cancer (JAVELIN Renal 101),Renal Cell Cancer,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug']","May 21, 2024","['Avelumab (MSB0010718C)', 'Axitinib (AG-013736)', 'Sunitinib']"
NCT02319837,Safety and Efficacy Study of Enzalutamide Plus Leuprolide in Patients With Nonmetastatic Prostate Cancer (EMBARK),"['Hormone Sensitive Prostate Cancer', 'Prostate Cancer', 'Cancer of the Prostate']",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug']","September 19, 2026","['Enzalutamide', 'Placebo', 'Leuprolide']"
NCT01909453,Study Comparing Combination of LGX818 Plus MEK162 Versus Vemurafenib and LGX818 Monotherapy in BRAF Mutant Melanoma,Melanoma,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug']","April 30, 2023","['LGX818', 'MEK162', 'vemurafenib']"
NCT02580058,A Study Of Avelumab Alone Or In Combination With Pegylated Liposomal Doxorubicin Versus Pegylated Liposomal Doxorubicin Alone In Patients With Platinum Resistant/Refractory Ovarian Cancer (JAVELIN Ovarian 200),Ovarian Cancer,Pfizer,"Active, not recruiting",Phase 3,"['Biological', 'Drug']","June 16, 2022","['avelumab', 'PLD']"
NCT02297438,A Study Of Palbociclib (PD-0332991) + Letrozole VS. Placebo+ Letrozole For 1st Line Treatment Of Asian Postmenopausal Women With ER+/HER2- Advanced Breast Cancer [PALOMA-4],Breast Neoplasms,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug']","December 2, 2022","['Palbociclib', 'Letrozole', 'Placebo', 'Letrozole']"
NCT01942135,Palbociclib (PD-0332991) Combined With Fulvestrant In Hormone Receptor+ HER2-Negative Metastatic Breast Cancer After Endocrine Failure (PALOMA-3),Metastatic Breast Cancer,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug']","June 30, 2022","['Palbociclib', 'Fulvestrant', 'Placebo', 'Fulvestrant']"
NCT01740427,A Study of Palbociclib (PD-0332991) + Letrozole vs. Letrozole For 1st Line Treatment Of Postmenopausal Women With ER+/HER2- Advanced Breast Cancer (PALOMA-2),Breast Neoplasms,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug']","August 26, 2023","['PD-0332991', 'Letrozole', 'Placebo', 'Letrozole']"
NCT04006457,Long-Term PF-06651600 for the Treatment of Alopecia Areata,Alopecia Areata,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Biological', 'Biological']","January 30, 2026","['PF-06651600', 'Tetanus and diphtheria toxoids and acellular pertussis (Tdap) vaccine', 'Meningococcal (groups A, C, W-135 and Y [ACWY]) oligosaccharide diphtheria CRM197 conjugate vaccine']"
NCT03422822,Study to Evaluate Efficacy and Safety of PF-04965842 With or Without Topical Medications in Subjects Aged 12 Years and Older With Moderate to Severe Atopic Dermatitis,"Dermatitis, Atopic",Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","June 30, 2025","['Abrocitinib 100 mg', 'Abrocitinib 200 mg', 'Placebo', 'Abrocitinib 100 mg', 'Abrocitinib 100 mg', 'Abrocitinib 200 mg']"
NCT02928224,Study of Encorafenib + Cetuximab Plus or Minus Binimetinib vs. Irinotecan/Cetuximab or Infusional 5-Fluorouracil (5-FU)/Folinic Acid (FA)/Irinotecan (FOLFIRI)/Cetuximab With a Safety Lead-in of Encorafenib + Binimetinib + Cetuximab in Patients With BRAF V600E-mutant Metastatic Colorectal Cancer,BRAF V600E-mutant Metastatic Colorectal Cancer,Pfizer,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","September 30, 2022","['Encorafenib', 'Binimetinib', 'Cetuximab', 'Irinotecan', 'Folinic Acid', '5-Fluorouracil']"
NCT05074433,A Study to Evaluate Efficacy and Safety of Casirivimab+Imdevimab (Monoclonal Antibodies) for Prevention of COVID-19 in Immunocompromised Adolescents and Adults,Immunocompromised,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","May 25, 2022","['casirivimab+imdevimab', 'Placebo']"
NCT04394351,Study to Investigate the Efficacy and Safety of Dupilumab in Pediatric Patients With Active Eosinophilic Esophagitis (EoE),Eosinophilic Esophagitis (EoE),Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","April 7, 2023","['Dupilumab', 'Matching Placebo']"
NCT03633617,Study to Determine the Efficacy and Safety of Dupilumab in Adult and Adolescent Patients With Eosinophilic Esophagitis (EoE),Eosinophilic Esophagitis,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","July 1, 2022","['Dupilumab', 'Placebo']"
NCT03257267,Study of Cemiplimab in Adults With Cervical Cancer,"['Squamous Cell Carcinoma (SCC)', 'Recurrent or Metastatic, Platinum-refractory Cervical Cancer']",Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug']","July 9, 2023","['Cemiplimab', 'Investigator Choice (IC) Chemotherapy']"
NCT04425629,"Safety, Tolerability, and Efficacy of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies for the Treatment of Ambulatory Adult and Pediatric Patients With COVID-19",COVID-19,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,Drug,"June 9, 2022",casirivimab+imdevimab combination therapy
NCT04233918,Evaluate the Efficacy and Safety of Evinacumab in Pediatric Patients With Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,Drug,"May 22, 2023",Evinacumab
NCT03409744,Evaluate the Long-Term Safety and Efficacy of Evinacumab in Patients With Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,Drug,"January 25, 2023",evinacumab
NCT01949311,Open-label Study of Dupilumab in Patients With Atopic Dermatitis,Atopic Dermatitis,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,Drug,"July 12, 2022",Dupilumab
NCT04101721,"Study to Assess the Efficacy, Safety, and Tolerability of Intravitreal Aflibercept Compared to Laser Photocoagulation in Patients With Retinopathy of Prematurity",Retinopathy of Prematurity,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Procedure']","September 15, 2022","['aflibercept', 'laser photocoagulation']"
NCT03409614,Combinations of Cemiplimab (Anti-PD-1 Antibody) and Platinum-based Doublet Chemotherapy in Patients With Lung Cancer,Non-small Cell Lung Cancer,Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Other', 'Drug']","July 28, 2023","['REGN2810', 'REGN2810/chemo/ipi', 'Chemotherapy', 'Placebo']"
NCT03088540,Study of REGN 2810 Compared to Platinum-Based Chemotherapies in Participants With Metastatic Non-Small Cell Lung Cancer (NSCLC),"['Carcinoma，Non-Small-Cell Lung', 'Lung Carcinomas, Non-Small-Cell', 'Non-small-cell Lung Carcinoma', 'Nonsmall Cell Lung Cancer']",Regeneron Pharmaceuticals,"Active, not recruiting",Phase 3,"['Drug', 'Drug', 'Drug', 'Drug', 'Drug', 'Drug']","November 1, 2022","['Pemetrexed', 'Paclitaxel', 'Gemcitabine', 'Cisplatin', 'Carboplatin', 'cemiplimab']"
NCT04969224,A Study to Evaluate ELX/TEZ/IVA on Cough and Physical Activity in Subjects With Cystic Fibrosis (CF),Cystic Fibrosis,Vertex Pharmaceuticals Incorporated,"Active, not recruiting",Phase 3,"['Drug', 'Drug']",September 2022,"['ELX/TEZ/IVA', 'IVA']"
NCT04599465,A Study to Assess the Effect of ELX/TEZ/IVA on Glucose Tolerance in Participants With Cystic Fibrosis (CF),Cystic Fibrosis,Vertex Pharmaceuticals Incorporated,"Active, not recruiting",Phase 3,"['Drug', 'Drug']",June 2022,"['ELX/TEZ/IVA', 'IVA']"
NCT04545515,A Study Evaluating the Long-term Safety and Efficacy of Elexacaftor/Tezacaftor/Ivacaftor in Cystic Fibrosis (CF) Subjects 6 Years and Older and F/MF Genotypes,Cystic Fibrosis,Vertex Pharmaceuticals Incorporated,"Active, not recruiting",Phase 3,"['Drug', 'Drug']",April 2023,"['ELX/TEZ/IVA', 'IVA']"
